screen_size,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,used_price,new_price
12.83,8.0,2.0,32.0,4.0,2500.0,158.0,2015,725,295.40108185114997,345.15405224623
10.34,8.0,5.0,32.0,4.0,1800.0,119.0,2015,820,288.16515929965,340.98830038828
20.42,8.0,2.0,16.0,4.0,5900.0,305.0,2014,939,316.32798711766,374.68204375936995
20.32,5.0,2.0,16.0,4.0,4100.0,292.0,2013,735,290.21111415751,330.41307404088
17.78,3.15,0.3,16.0,4.0,4100.0,234.0,2013,613,260.37111402024,311.37899921349
20.35,8.0,24.0,256.0,4.0,3400.0,171.0,2019,354,395.28413644662,461.90609501462995
12.57,12.0,8.0,16.0,4.0,4000.0,139.0,2018,687,281.4679874907,330.99684612539
12.57,12.0,8.0,32.0,4.0,4000.0,139.0,2018,377,299.06955716548,306.80099528638993
12.7,13.0,5.0,16.0,4.0,3000.0,142.5,2018,493,298.46894890168,369.3825886436
5.18,5.0,8.0,32.0,4.0,2000.0,256.0,2018,711,289.53595497481,325.02229022951997
12.83,16.0,8.0,32.0,4.0,4000.0,203.0,2018,645,350.65130365784,414.90767041355997
12.93,12.0,8.0,64.0,4.0,4500.0,190.0,2018,608,335.03658215004,399.67814868686
12.83,13.0,5.0,16.0,4.0,5000.0,203.0,2017,594,313.70134233855,356.27534731777996
12.83,13.0,5.0,32.0,4.0,3000.0,180.0,2017,792,299.48354284110997,324.74402832541995
12.7,5.0,2.0,32.0,4.0,2000.0,167.0,2017,715,270.0949653289,297.80377839715
12.75,13.0,5.0,16.0,4.0,4000.0,206.0,2017,836,332.27699227287,393.81844000986996
10.16,2.0,0.3,16.0,4.0,1300.0,105.0,2015,1034,207.52523157035998,275.68611650869997
12.7,5.0,2.0,32.0,4.0,2100.0,145.0,2015,573,274.15732142753996,297.98967122446
10.29,5.0,2.0,32.0,4.0,1600.0,125.0,2015,962,263.8764629273,290.01211734868997
12.7,8.0,5.0,32.0,4.0,2000.0,150.0,2015,1031,264.70802434071,314.32779823490995
12.7,13.0,5.0,32.0,4.0,2000.0,150.0,2014,944,306.45176641364003,356.88070500325
10.16,8.0,0.3,16.0,4.0,1400.0,121.0,2014,1061,270.67777866002996,312.1437052692
12.7,13.0,5.0,32.0,4.0,2500.0,154.5,2013,1030,295.79440937269,413.53475017405
10.16,5.0,0.3,16.0,4.0,1400.0,154.5,2013,863,265.01039680748,336.12805530272
10.29,5.0,0.3,16.0,4.0,2000.0,147.7,2013,619,281.15516184136,339.36527386649
10.29,8.0,2.0,16.0,4.0,1700.0,147.0,2013,715,248.86208700741997,360.10011933068
12.7,13.0,2.0,16.0,4.0,2000.0,168.0,2013,994,305.55188577457,366.4754382819
12.7,13.0,2.0,16.0,4.0,1900.0,165.0,2013,966,288.94083879643995,377.66766745366
10.29,8.0,2.0,16.0,4.0,1700.0,150.5,2013,944,304.57102673882997,366.37070544259996
10.16,5.0,0.3,16.0,4.0,1500.0,130.5,2013,727,281.39260969964,340.29940138274
13.84,8.0,5.0,16.0,4.0,2670.0,135.6,2018,645,295.51494396757,331.40045746196
15.27,13.0,8.0,64.0,4.0,3600.0,177.0,2017,854,332.96108943022,421.97968620397995
15.21,13.0,8.0,64.0,4.0,3410.0,165.0,2017,778,336.94599865592,391.684221778
12.88,13.0,16.0,32.0,4.0,3030.0,141.0,2017,619,325.22600338783997,359.81212775715
16.33,13.0,8.0,128.0,4.0,5000.0,241.0,2017,726,339.51651602376,441.93760384975997
15.24,13.0,8.0,64.0,4.0,5000.0,199.0,2017,847,331.50356236273996,377.16462813535
15.27,13.0,8.0,64.0,4.0,4000.0,180.0,2017,603,296.93519978602,399.98702795028
15.24,12.0,8.0,64.0,4.0,6020.0,215.0,2017,623,338.98338116657,416.4055374471499
15.24,13.0,20.0,64.0,4.0,4550.0,226.0,2017,756,327.71126640585993,401.69052673551
12.83,13.0,16.0,64.0,4.0,4010.0,182.0,2017,750,310.43719460756,382.70705178494
12.78,13.0,8.0,32.0,4.0,4000.0,162.0,2017,660,289.30620566576994,374.91077971539
12.88,13.0,8.0,128.0,4.0,7000.0,238.0,2016,656,385.36400493287,478.57563240038996
12.7,8.0,5.0,16.0,4.0,4000.0,160.0,2016,567,284.90932918545997,363.15440281928
12.7,8.0,5.0,16.0,4.0,2300.0,167.0,2016,819,292.70989703788,335.65965870898
12.83,13.0,13.0,64.0,4.0,3000.0,168.2,2016,992,303.25639908512,401.79856305676
12.83,13.0,5.0,32.0,4.0,3065.0,183.0,2016,819,295.84668139743997,356.45038704053
12.83,13.0,8.0,32.0,4.0,3150.0,166.0,2016,970,315.48542048129,382.6270250111
12.83,13.0,8.0,64.0,4.0,3130.0,170.0,2016,835,340.05912412221994,405.50665910238996
10.29,5.0,2.0,32.0,4.0,1800.0,153.0,2016,606,254.38871547011,304.60930964312996
10.21,16.0,5.0,64.0,4.0,2530.0,207.7,2016,873,344.53185525761,428.34089495122
12.83,16.0,8.0,64.0,4.0,3000.0,147.2,2016,694,350.53074065799,414.93180168877996
12.7,8.0,5.0,16.0,4.0,4000.0,167.6,2016,941,285.21555248877996,324.9996176611
12.83,8.0,5.0,16.0,4.0,5000.0,200.0,2015,713,291.68065952933,395.48924196367
15.24,13.0,5.0,64.0,4.0,5020.0,208.0,2015,945,294.51877761036997,410.14355492104
12.7,8.0,5.0,32.0,4.0,4000.0,183.0,2015,779,306.11570705555,348.48785383811
12.7,5.0,2.0,16.0,4.0,2000.0,153.0,2015,1069,242.67425282972997,306.42941417669
12.83,13.0,5.0,32.0,4.0,3150.0,147.0,2015,829,326.17423954614003,384.89627114072994
12.7,8.0,5.0,16.0,4.0,2400.0,136.6,2015,967,281.04695601674996,331.10056513629996
15.24,24.0,8.0,64.0,4.0,3500.0,210.0,2015,1022,363.826609411,419.32686354598
12.7,8.0,5.0,16.0,4.0,5000.0,176.0,2015,1054,308.88822815118994,366.21639253095
12.83,13.0,5.0,32.0,4.0,6020.0,211.0,2015,892,339.88177172442,393.82049781868994
10.29,5.0,2.0,32.0,4.0,1800.0,176.0,2015,886,263.75084579361,325.36147344760997
12.75,13.0,8.0,16.0,4.0,2700.0,125.3,2015,623,333.09205366148996,406.48704032337
12.7,8.0,2.0,32.0,4.0,5000.0,180.3,2014,950,282.56755245943,348.90376938011997
10.36,8.0,5.0,16.0,4.0,2050.0,97.7,2014,911,284.24107006622,372.08257988984997
12.7,5.0,2.0,32.0,4.0,1950.0,150.0,2015,595,273.92921377484,326.12964990805
10.29,5.0,2.0,32.0,4.0,1800.0,88.2,2014,547,264.39046149349997,312.26690426360994
12.7,13.0,5.0,16.0,4.0,2300.0,133.0,2014,699,324.82933170625995,380.47496274762995
10.34,13.0,0.3,16.0,4.0,1800.0,142.9,2013,1000,302.97471180061996,368.55478754271
12.83,16.0,8.0,16.0,4.0,2500.0,150.0,2013,738,314.56619533917,396.00529005367
12.7,13.0,5.0,32.0,4.0,2000.0,142.9,2013,632,299.96062573503997,375.03842756180995
10.36,8.0,5.0,16.0,4.0,2000.0,135.0,2013,894,296.13346023419,359.72379178734997
10.34,8.0,2.0,16.0,4.0,1800.0,142.9,2013,753,262.3962694033,352.60841131942
12.7,8.0,2.0,16.0,4.0,4200.0,115.35,2014,614,250.52877911592998,330.41830854368
12.88,13.0,5.0,16.0,4.0,3200.0,115.35,2014,939,289.03717870674996,366.41076942246997
12.83,5.0,0.3,16.0,4.0,2250.0,142.9,2013,682,248.56572661295,319.12931692559
12.78,8.0,2.0,16.0,4.0,3000.0,142.9,2013,755,267.47473580376,343.89102885823996
12.7,8.0,0.3,16.0,4.0,2100.0,142.9,2013,541,253.98664209131,312.60795561789
10.24,5.0,0.3,16.0,4.0,1700.0,142.9,2013,872,229.16304988756,307.24422538487
10.16,5.0,0.3,16.0,4.0,1700.0,142.9,2013,779,227.42046468690998,288.56380172943
7.75,2.0,0.3,512.0,0.25,1500.0,142.9,2013,602,210.83248130298,278.37438024122997
10.03,2.0,0.3,16.0,4.0,1700.0,142.9,2013,848,235.6545833576,305.24925606472
7.75,3.15,0.3,16.0,4.0,1500.0,142.9,2013,824,226.48376018988998,278.23907880198993
10.24,5.0,0.3,16.0,4.0,1800.0,142.9,2013,834,258.93169162294,312.85923545288
10.29,5.0,0.3,16.0,4.0,1800.0,142.9,2013,688,240.07172099014,319.04891712212
11.81,8.0,1.0,16.0,4.0,2100.0,142.9,2013,719,295.19037192553,349.11475053827996
12.7,12.2,8.0,64.0,4.0,2700.0,143.0,2017,890,327.66767497686,428.56949216710996
15.24,12.2,8.0,64.0,4.0,3520.0,175.0,2017,554,356.37542526613,425.95647305413
12.83,12.3,8.0,32.0,4.0,3450.0,168.0,2016,1021,342.44201899505,403.17865221541996
12.7,12.3,8.0,32.0,4.0,2770.0,143.0,2016,848,310.01438531772,385.17262355144993
12.83,13.0,5.0,32.0,4.0,3000.0,160.0,2017,556,283.68085609653,324.86342306954
15.77,13.0,32.0,256.0,4.0,3400.0,164.0,2019,372,360.13392051452996,362.85313436537996
15.77,13.0,32.0,128.0,4.0,3400.0,164.0,2019,289,337.79647938786997,382.63187779179
15.47,13.0,8.0,64.0,4.0,3020.0,150.0,2019,431,324.75540827576003,359.66256868132
20.32,8.0,8.0,64.0,4.0,5100.0,310.0,2019,190,325.27683633178003,359.64895605390996
15.34,13.0,25.0,256.0,4.0,4000.0,180.0,2018,410,367.71072647887996,431.01313239911997
16.23,13.0,16.0,128.0,4.0,3500.0,206.0,2019,396,348.45174106576997,422.2726594513799
16.23,13.0,14.5,128.0,4.0,3500.0,206.0,2018,443,332.52609165358,428.46208550738
15.47,13.0,8.0,32.0,4.0,3020.0,150.0,2019,283,290.04058114609,313.08932437983
15.77,13.0,24.0,64.0,4.0,3400.0,162.0,2018,720,322.11604891108,363.00555537234
15.9,13.0,8.0,32.0,4.0,4000.0,167.0,2018,680,295.62861552852996,348.81200714709
15.37,13.0,16.0,64.0,4.0,3750.0,175.0,2018,718,336.91746504703997,380.47245809100997
18.08,13.0,8.0,64.0,4.0,5000.0,210.0,2018,535,315.6807887909,374.97599158318
17.65,13.0,13.0,128.0,4.0,5000.0,230.0,2018,557,319.06129249724,406.74099900413
14.83,13.0,16.0,64.0,4.0,3000.0,152.0,2018,626,335.38290073973997,366.05553424977
15.32,13.0,16.0,64.0,4.0,3750.0,176.0,2018,455,344.89232377864,391.59497554256
13.84,13.0,5.0,16.0,4.0,3020.0,142.0,2018,697,299.24373864165,319.20344775322997
14.83,13.0,24.0,64.0,4.0,3400.0,153.0,2018,420,360.11702206176994,407.02620715049
12.88,13.0,8.0,32.0,4.0,3000.0,150.0,2018,663,288.19440772918995,324.34452303118
15.21,13.0,8.0,32.0,4.0,3000.0,164.0,2018,641,304.26398430509,359.45467899009
14.35,13.0,8.0,64.0,4.0,3000.0,149.0,2017,778,317.24924854113,355.99577868946
15.06,13.0,8.0,64.0,4.0,3340.0,165.0,2017,628,327.29601373336004,384.63057027769
15.21,13.0,13.0,128.0,4.0,3750.0,172.0,2017,814,318.31474781656,401.8296603360499
12.75,13.0,8.0,32.0,4.0,3000.0,145.0,2017,632,313.04877701658,352.63860695764
13.08,13.0,8.0,64.0,4.0,3200.0,155.0,2017,751,304.06365965204,389.98557699584
12.7,13.0,5.0,32.0,4.0,3020.0,143.0,2017,683,283.69127253979,329.80839735688994
12.88,12.0,8.0,64.0,4.0,4000.0,184.0,2017,557,327.71126640585993,405.38527975643
12.93,12.0,8.0,64.0,4.0,2900.0,145.0,2016,729,328.66863720617,406.76141078074
12.88,12.0,8.0,32.0,4.0,3500.0,170.0,2016,675,320.13550027942995,391.63961332884
20.32,8.0,2.0,16.0,4.0,4800.0,340.0,2016,1027,295.83797214366996,369.00702671760996
12.83,13.0,8.0,64.0,4.0,3300.0,162.0,2016,595,319.44381553778,352.29433666935995
12.83,13.0,8.0,16.0,4.0,3100.0,168.0,2016,670,291.5880002052,334.94360500711
15.39,13.0,5.0,32.0,4.0,4500.0,219.0,2016,1014,300.18974755568,406.91769763236
12.75,12.0,8.0,32.0,4.0,3000.0,153.0,2016,1039,325.32198928331997,377.28286277294
12.7,13.0,5.0,16.0,4.0,2200.0,140.0,2016,672,300.47506693861993,324.98260824339997
12.75,13.0,8.0,16.0,4.0,3300.0,156.0,2016,556,312.17110213258997,348.76807705092
12.7,13.0,5.0,16.0,4.0,4000.0,160.0,2016,1001,302.56575635451,335.91115959102
12.83,13.0,5.0,16.0,4.0,3000.0,158.0,2015,826,303.13917134909997,352.69141703331996
12.75,13.0,13.0,32.0,4.0,3100.0,160.0,2015,592,323.61943689185,389.64068920193
12.75,20.0,8.0,16.0,4.0,3100.0,157.0,2015,960,299.15255642793,387.45921681520997
10.29,8.0,2.0,32.0,4.0,1730.0,159.0,2015,894,263.69494126296,288.49590626216997
12.7,13.0,5.0,32.0,4.0,2550.0,162.0,2015,727,293.05558834290997,348.91572921395
12.83,8.0,8.0,16.0,4.0,3600.0,165.0,2014,1083,293.49876635441996,391.51838535427
12.83,13.0,5.0,32.0,4.0,3000.0,165.0,2014,904,310.50740763938995,359.54336557922
12.7,8.0,2.0,16.0,4.0,2000.0,156.0,2014,700,270.37432628844,314.0152926454
12.7,8.0,2.0,32.0,4.0,2000.0,160.0,2014,847,261.85252863395,312.73031599171003
12.7,8.0,2.0,16.0,4.0,2000.0,156.0,2014,545,262.99222393062,330.18235490912997
12.7,13.0,5.0,16.0,4.0,3100.0,130.0,2014,829,315.11266493604995,385.36400493287
12.83,13.0,5.0,32.0,4.0,3000.0,162.0,2014,668,281.32793350593,359.75438259386
12.7,8.0,5.0,32.0,4.0,2300.0,140.0,2014,805,306.15312920059995,359.58766544533995
12.83,13.0,5.0,32.0,4.0,3000.0,162.0,2013,1083,305.5141307347,374.56738628103
12.7,8.0,5.0,32.0,4.0,2300.0,140.0,2013,1090,282.45096878185,335.96424252908
10.34,13.0,1.3,32.0,4.0,2150.0,138.0,2013,840,298.18347122053,368.97736648183
19.96,8.0,2.0,16.0,4.0,5900.0,350.0,2015,976,329.30478861322996,405.12444831203
15.24,8.0,2.0,16.0,4.0,3000.0,160.0,2014,900,275.32186091861,360.19809648318
17.65,5.0,0.3,32.0,4.0,3000.0,305.0,2014,806,305.21133233640995,336.66012159606
17.78,2.0,0.3,32.0,4.0,2800.0,294.8,2014,634,284.0237579304,287.97962605579
19.94,2.0,0.3,16.0,4.0,3800.0,313.0,2014,664,291.82865192146,325.44037305127
17.78,13.0,5.0,16.0,4.0,5000.0,239.0,2014,678,343.76643519616,407.20723517704
17.78,5.0,2.0,16.0,4.0,4100.0,325.0,2014,601,313.27148826904,353.05994226093
15.24,5.0,2.0,16.0,4.0,3000.0,160.0,2014,930,302.84128562812,380.01506529411995
17.78,5.0,0.3,16.0,4.0,4100.0,319.8,2013,939,300.75919266748997,340.00005810943003
17.78,5.0,0.3,32.0,4.0,4000.0,340.2,2013,621,298.73654194105,318.64548404929997
17.78,3.15,0.3,32.0,4.0,2000.0,372.0,2013,855,300.04254373447,330.22961130501
12.88,13.0,13.0,64.0,4.0,3075.0,150.0,2018,687,323.09673694944,359.89695800901995
15.24,13.0,13.0,128.0,4.0,3600.0,175.0,2018,682,317.03285285076004,387.21018004751994
15.24,13.0,10.5,64.0,4.0,3500.0,188.0,2018,384,367.70468113068,439.94307064763
15.24,13.0,8.0,32.0,4.0,2965.0,157.5,2018,537,326.41896056542,374.99499993173
12.83,13.0,5.0,32.0,4.0,2730.0,137.0,2018,708,276.11833092608003,330.34498856144
15.24,12.0,10.5,64.0,4.0,3930.0,185.0,2018,426,345.48609004202996,407.03128926325
15.24,12.0,8.0,128.0,4.0,3930.0,188.0,2017,561,317.09657022318004,440.92092527705995
12.75,16.0,16.0,64.0,4.0,2600.0,142.0,2017,859,316.77098462438994,363.20609944259996
12.83,12.0,16.0,128.0,4.0,3000.0,169.0,2017,634,346.32364688979,401.77660354334
12.83,16.0,8.0,32.0,4.0,3000.0,175.0,2017,669,298.41865760789995,360.00200058583
12.88,12.0,16.0,64.0,4.0,3000.0,170.0,2017,880,333.58343059177,374.93252395410997
12.75,16.0,16.0,64.0,4.0,2500.0,145.0,2017,774,325.25989625019,340.69648425937
12.83,16.0,8.0,32.0,4.0,3200.0,174.0,2016,728,314.10852988363,369.39143514348
12.7,13.0,5.0,16.0,4.0,2200.0,140.0,2016,744,272.31063882146,349.9286214646
12.83,20.0,13.0,64.0,4.0,3000.0,165.0,2016,562,320.42719471361994,377.91259505515995
12.83,13.0,5.0,32.0,4.0,2700.0,155.0,2016,682,305.98081620016995,360.19809648318
12.7,13.0,5.0,32.0,4.0,2300.0,149.8,2016,948,309.80908000945,340.85377183275
12.83,13.0,5.0,32.0,4.0,2800.0,153.0,2016,714,308.57126141796,366.30593675547
12.7,13.0,5.0,32.0,4.0,2200.0,142.0,2016,1031,289.25824320962,360.25209247119
12.7,13.0,4.0,16.0,4.0,2840.0,158.0,2016,828,309.24663091793,374.96784353764997
12.83,13.0,4.0,32.0,4.0,2800.0,156.0,2016,748,301.47637401490994,359.52631942220995
12.7,13.0,4.0,16.0,4.0,2840.0,158.0,2016,738,310.09915804982,362.94073717882
12.75,12.0,5.0,32.0,4.0,3000.0,161.0,2016,692,283.57660372048,375.10622775134
12.75,12.0,5.0,32.0,4.0,3000.0,161.0,2016,1001,322.32865542717997,386.98981454228
12.83,13.0,5.0,16.0,4.0,2700.0,155.0,2016,703,305.15061027036,372.24958456931
12.7,13.0,5.0,16.0,4.0,2200.0,140.0,2016,597,313.03525586394,356.06398484497
12.7,8.0,5.0,16.0,4.0,2200.0,140.0,2016,699,278.45318171494,349.05908335308
12.7,5.0,1.3,32.0,4.0,2000.0,140.1,2016,790,261.59343969224,287.78377877695
12.83,13.0,5.0,32.0,4.0,3000.0,170.0,2015,909,331.43656201719,387.76585966651
12.7,13.0,4.0,16.0,4.0,2840.0,158.0,2015,559,280.57969596477,380.38222885832
12.83,13.0,4.0,16.0,4.0,2800.0,155.0,2015,565,321.26489356119,374.61654891061
12.83,13.0,5.0,16.0,4.0,2800.0,153.0,2015,921,311.53816069541,372.68637883709
12.83,13.0,4.0,16.0,4.0,2600.0,165.0,2015,719,279.75693331051,389.52022120816997
12.75,20.2,13.0,32.0,4.0,2700.0,161.0,2015,574,319.40073519943996,387.17841881216003
12.7,13.0,4.0,16.0,4.0,2150.0,143.0,2015,690,316.89246373014,387.11258047461996
12.75,21.0,4.0,32.0,4.0,2840.0,168.0,2015,895,299.12766734502,419.34240957109
12.7,8.0,2.0,32.0,4.0,2000.0,138.9,2015,857,289.06605403875,356.85943110919
10.34,8.0,2.0,32.0,4.0,2000.0,156.0,2015,700,268.13278363585,318.85060341998997
12.75,20.0,4.0,32.0,4.0,2840.0,155.0,2015,863,326.78439643131,395.64366726636996
12.83,13.0,8.0,16.0,4.0,2600.0,154.5,2015,916,281.47874891676,352.22223533207
10.29,8.0,2.0,32.0,4.0,2000.0,146.0,2015,892,287.11364126711,331.33335531932
12.75,13.0,4.0,32.0,4.0,2840.0,168.0,2015,714,331.9041821959,387.72085190654997
12.7,13.0,5.0,16.0,4.0,2840.0,160.0,2015,945,334.2397150728,393.74431821426
12.83,20.0,13.0,32.0,4.0,2800.0,150.0,2015,795,338.56219669139,391.84118039533996
12.83,13.0,4.0,16.0,4.0,2800.0,147.0,2015,598,283.00033704917,391.72667883836
12.7,20.0,4.0,32.0,4.0,2840.0,157.0,2015,604,334.99255616495003,399.71400550641
12.83,13.0,8.0,16.0,4.0,2600.0,155.0,2015,1092,283.08446212359996,401.76195983839995
12.7,13.0,5.0,32.0,4.0,2000.0,138.0,2015,874,274.94379453973,375.08182748460996
12.7,13.0,5.0,16.0,4.0,2000.0,140.0,2014,602,287.90135489127,352.77808744246
10.34,8.0,2.0,32.0,4.0,2000.0,154.0,2015,986,278.54312871367,344.53185525761
12.83,13.0,4.0,16.0,4.0,2600.0,183.0,2015,823,310.76656632466995,360.08659410344
10.29,5.0,0.3,32.0,4.0,2100.0,145.0,2015,995,258.32911444450997,297.34532681545
12.7,8.0,5.0,32.0,4.0,2100.0,160.0,2014,1044,289.19103886243,356.34327341245
12.7,8.0,5.0,32.0,4.0,2100.0,160.0,2014,1066,281.41415469041993,352.73665018657
12.83,13.0,5.0,32.0,4.0,2600.0,158.0,2014,1002,302.70759671183,377.54748665129
12.7,13.0,5.0,16.0,4.0,2600.0,160.0,2014,806,302.99823045973,377.54487164092
12.75,13.0,13.0,16.0,4.0,2400.0,154.0,2014,703,303.06090697558,403.41489847415994
10.34,8.0,1.3,32.0,4.0,2040.0,146.0,2014,973,303.56024743992,371.87537697244994
12.83,13.0,8.0,16.0,4.0,2600.0,155.0,2014,761,317.45862226958997,377.31435725781995
12.83,13.0,8.0,16.0,4.0,2600.0,155.0,2014,757,297.64282402332,392.06960586684
12.83,13.0,8.0,16.0,4.0,2600.0,155.0,2014,928,287.88177304276996,396.07499545824993
12.7,13.0,5.0,16.0,4.0,2600.0,164.0,2014,1057,323.70038540812,397.98470676143995
10.34,5.0,0.3,32.0,4.0,2100.0,158.0,2014,773,285.65207837623996,360.42391848901
12.7,13.0,5.0,16.0,4.0,2700.0,151.0,2014,754,284.23073762763,375.09267311907
10.29,13.0,5.0,16.0,4.0,2100.0,137.0,2014,697,299.31825132721997,382.20105715925
12.7,4.0,5.0,16.0,4.0,2600.0,160.0,2014,1047,320.11113573336,387.09440687578996
12.7,5.0,2.0,16.0,4.0,1950.0,160.0,2014,977,269.41720247679996,344.9768626287
12.7,13.0,5.0,16.0,4.0,2600.0,145.0,2014,1081,326.55761465344995,410.19854796366997
10.29,13.0,5.0,16.0,4.0,2110.0,137.0,2014,1090,294.74928173906,374.61381858906
12.7,8.0,2.0,16.0,4.0,2000.0,150.0,2014,1044,269.12096112856,352.90224770292
10.16,5.0,0.3,16.0,4.0,1300.0,130.0,2014,838,267.47473580376,313.41283430947
12.7,4.0,5.0,32.0,4.0,2600.0,160.0,2014,768,287.73472860632995,375.14416628402995
12.7,4.0,5.0,16.0,4.0,2600.0,160.0,2014,608,310.54950063423996,374.95426126601
10.29,5.0,0.3,16.0,4.0,2000.0,140.0,2014,641,243.41333922675,335.1782496085
10.29,5.0,0.3,16.0,4.0,2000.0,140.0,2014,613,243.39448842939998,340.32202525969
12.83,13.0,5.0,32.0,4.0,2600.0,165.0,2014,620,279.61330189485,375.0791157704
12.83,13.0,5.0,32.0,4.0,2600.0,165.0,2014,575,313.63435672946997,374.8645500508
10.34,8.0,1.3,32.0,4.0,2040.0,143.5,2014,770,275.82659574588996,360.01215740915995
10.24,8.0,2.1,32.0,4.0,2100.0,130.0,2013,996,296.90948437423003,356.43611500701996
12.7,8.0,2.1,32.0,4.0,2100.0,149.0,2014,683,287.49879317165994,366.38303531801995
12.7,8.0,2.1,32.0,4.0,2100.0,149.0,2013,579,314.67848153613,374.40873072861
10.29,5.0,0.3,16.0,4.0,2100.0,130.0,2013,959,249.46819835807,380.45993338179994
10.24,8.0,2.1,32.0,4.0,2100.0,130.0,2013,555,306.01831277457995,372.67514190520995
12.93,4.0,2.1,16.0,4.0,3300.0,217.0,2013,683,322.05095282983996,401.51253319939997
10.24,5.0,0.3,16.0,4.0,1650.0,120.0,2013,1018,273.36163333581,344.02396295488
10.29,5.0,0.3,32.0,4.0,2100.0,130.0,2013,814,297.01228748297,369.48867037923003
10.24,8.0,1.6,16.0,4.0,1800.0,123.0,2013,770,286.37678068825,352.47614729074996
10.24,4.0,1.6,16.0,4.0,1800.0,122.0,2013,920,283.37808214584,371.91516353996997
12.7,4.0,2.1,16.0,4.0,3200.0,160.0,2013,845,247.38495989156,387.03076114841997
7.75,5.0,1.6,16.0,4.0,1230.0,100.0,2013,833,259.91440113827,313.2243075249
10.29,8.0,1.6,32.0,4.0,1860.0,130.0,2013,1072,299.00308461645,384.74826530241995
10.24,5.0,1.6,16.0,4.0,2000.0,123.9,2013,836,288.22364359538,360.30267469140995
11.89,4.0,2.1,32.0,4.0,2300.0,156.0,2013,848,290.28676942883,387.46147665627996
10.34,4.0,2.1,32.0,4.0,2300.0,143.0,2013,778,253.25685596878998,380.12340890812
10.16,5.0,1.6,16.0,4.0,1650.0,114.0,2013,947,234.71846580671,340.34011886054
10.16,5.0,1.6,16.0,4.0,1650.0,107.0,2013,1070,274.68264758546997,352.87216907363
16.43,13.0,32.0,128.0,4.0,4200.0,192.0,2019,515,368.51895584986,460.48851804195
15.27,13.0,32.0,64.0,4.0,3650.0,165.0,2019,359,341.10914867804,442.99816151821994
15.62,13.0,32.0,128.0,4.0,3340.0,159.0,2019,473,346.06639600014,385.17028636089
15.62,13.0,32.0,128.0,4.0,3340.0,159.0,2019,210,331.58078839236,380.06799889808997
15.47,13.0,8.0,32.0,4.0,3020.0,150.0,2019,476,301.46835771478,325.49104586343
15.77,13.0,8.0,64.0,4.0,3400.0,160.0,2019,381,303.49024913951,359.36245870411
18.08,13.0,8.0,128.0,4.0,5000.0,210.0,2018,689,339.78152209958995,382.90066557179
20.32,13.0,16.0,512.0,4.0,4500.0,295.0,2019,434,399.84029712221997,525.69420235481
20.32,13.0,8.0,64.0,4.0,5100.0,310.0,2019,516,322.42882199807997,345.24247398636
15.47,13.0,8.0,32.0,4.0,3020.0,150.0,2019,499,286.04558518018,324.7838499345
15.47,13.0,8.0,32.0,4.0,3020.0,150.0,2019,295,288.38907609043,340.35820770769
15.9,13.0,8.0,32.0,4.0,4000.0,168.0,2019,399,301.49240376294995,340.66048156913996
15.9,13.0,16.0,32.0,4.0,4000.0,168.0,2019,456,318.29597857912,359.91730153607995
15.9,13.0,16.0,32.0,4.0,4000.0,168.0,2019,442,320.08676249481,352.49127621264
13.84,8.0,5.0,16.0,4.0,3020.0,142.0,2018,389,271.74172999492,312.94730270280996
15.34,13.0,25.0,128.0,4.0,3750.0,172.0,2018,365,359.69658833164,419.27171716257
15.77,13.0,16.0,32.0,4.0,3400.0,160.0,2018,541,334.2397150728,375.23350908749
16.23,13.0,24.0,256.0,4.0,4200.0,187.0,2018,365,414.86843873864996,501.03591504322
17.83,13.0,24.0,128.0,4.0,5000.0,232.0,2018,441,331.77603555053,454.01646632106997
16.23,13.0,24.0,256.0,4.0,4200.0,189.0,2018,702,373.27928760091,460.41909459968997
16.59,13.0,24.0,128.0,4.0,4000.0,188.0,2018,448,332.85512585798995,438.81209669271
15.37,13.0,8.0,128.0,4.0,4000.0,173.0,2018,654,308.0639271317,366.28433342999995
15.32,13.0,8.0,64.0,4.0,3750.0,172.0,2018,575,320.63305613687993,387.26912572379
15.77,13.0,8.0,64.0,4.0,3400.0,160.0,2018,387,329.72384010321997,398.35913336805
15.32,13.0,8.0,128.0,4.0,3340.0,169.0,2018,496,326.99391025809996,366.02145769086997
15.32,13.0,8.0,128.0,4.0,3750.0,166.0,2018,399,335.77101433521,406.68142957451
13.84,13.0,5.0,16.0,4.0,3020.0,142.0,2018,453,274.21722266541997,312.25322651051
12.7,8.0,2.0,32.0,4.0,2280.0,175.0,2018,563,271.58008382191997,305.58961983024994
12.88,13.0,8.0,32.0,4.0,3000.0,150.0,2018,530,299.93603104197996,336.27707041945
12.88,13.0,5.0,16.0,4.0,3000.0,150.0,2018,505,277.82019443851,341.03308411315
15.24,13.0,24.0,256.0,4.0,4000.0,183.0,2018,658,375.06826796281996,486.93535428321997
15.27,13.0,24.0,64.0,4.0,4000.0,180.0,2018,700,319.30216308742996,436.36786557579
12.9,13.0,24.0,64.0,4.0,3400.0,165.0,2018,371,318.81335498872,413.41149596881
14.83,13.0,16.0,32.0,4.0,3000.0,145.0,2018,457,314.16840062992,365.87566476782
15.21,13.0,8.0,32.0,4.0,3000.0,155.0,2018,624,290.83276345198,340.04549804862995
